,price,manufacturer,graphics_copressor,ram,num_processors,touchable,ips,ppi,cpu_name,memory,os
290,2280.0,Dell,NVIDIA,32,14,0,1,145.1381712624093,Intel Core i7,1024,Windows
292,1780.0,Acer,NVIDIA,32,10,0,1,141.50971698084905,Intel Core i7,1024,Windows
293,1983.0,Dell,NVIDIA,32,10,0,0,141.50971698084905,Intel Core i7,1024,Windows
294,1949.0,Dell,NVIDIA,32,14,0,0,188.67962264113208,Intel Core i7,1024,Windows
295,4764.0,Dell,NVIDIA,32,14,0,1,266.3712319639512,Intel Core i7,1024,Windows
296,1524.0,Acer,NVIDIA,32,4,0,1,141.21199808219862,Intel Core i5,1024,Windows
297,1249.0,HP,NVIDIA,32,8,0,0,141.21199808219862,Intel Core i5,1024,Windows
299,1529.0,Acer,NVIDIA,32,12,0,0,127.33567457123111,Intel Core i5,1024,Windows
300,1618.0,Acer,NVIDIA,32,8,0,1,127.33567457123111,Intel Core i5,1024,Windows
301,1899.0,Acer,NVIDIA,32,8,0,0,188.28266410959816,AMD Ryzen 7,1024,Windows
302,1869.0,Acer,NVIDIA,32,8,0,1,188.28266410959816,AMD Ryzen 7,1024,Windows
303,1996.0,Acer,NVIDIA,32,8,0,1,127.33567457123111,AMD Ryzen 7,1024,Windows
304,2334.0,Acer,NVIDIA,32,8,0,1,174.50138510162503,AMD Ryzen 7,1024,Windows
305,2401.0,Acer,NVIDIA,32,8,0,1,174.50138510162503,AMD Ryzen 7,1024,Windows
307,1186.0,Acer,NVIDIA,32,6,0,1,141.21199808219862,AMD Ryzen 5,1024,Windows
308,1149.0,HP,NVIDIA,32,6,0,0,141.21199808219862,AMD Ryzen 5,1024,Windows
309,2050.0,Acer,NVIDIA,64,10,0,1,141.50971698084905,Intel Core i7,1024,Windows
311,2199.0,Acer,NVIDIA,64,16,0,1,141.50971698084905,Intel Core i7,1024,Windows
312,1199.0,Acer,NVIDIA,8,4,0,1,141.21199808219862,Intel Core i5,256,Windows
313,2263.0,Dell,NVIDIA,4,14,0,0,141.50971698084905,Intel Core i7,128,Windows
314,1899.0,Acer,NVIDIA,16,6,0,0,141.21199808219862,Intel Core i7,512,Windows
315,1289.0,Dell,NVIDIA,16,8,0,0,141.21199808219862,AMD Ryzen 7,512,Windows
316,1429.0,Dell,NVIDIA,16,14,0,0,141.21199808219862,Intel Core i7,1024,Windows
317,2179.0,Dell,NVIDIA,16,1,0,0,188.67962264113208,Intel Core i9,1024,Windows
318,1249.0,Lenovo,NVIDIA,8,8,0,0,141.21199808219862,Intel Core i7,512,Windows
319,799.0,Lenovo,NVIDIA,8,4,0,0,141.21199808219862,Intel Core i5,256,Windows
320,999.0,Lenovo,NVIDIA,8,4,0,0,141.21199808219862,Intel Core i5,512,Windows
321,3819.0,Lenovo,NVIDIA,16,24,0,0,275.3633962602873,Intel Core i9,2048,Windows
322,969.0,Lenovo,NVIDIA,8,14,0,1,141.21199808219862,Intel Core i7,512,Windows
323,1389.0,Lenovo,NVIDIA,8,8,0,1,141.21199808219862,AMD Ryzen 7,512,Windows
324,2189.0,Lenovo,NVIDIA,16,1,0,0,188.67962264113208,Intel Core i7,512,Windows
325,1119.0,Lenovo,NVIDIA,16,8,0,1,141.21199808219862,Intel Core i5,512,Windows
326,999.0,Lenovo,NVIDIA,16,6,0,0,141.21199808219862,AMD Ryzen 5,512,Windows
327,2739.0,Lenovo,NVIDIA,32,16,0,0,283.0194339616981,Intel Core i7,1024,Windows
336,1449.0,Apple,Mac,8,8,0,0,224.5056083176765,Mac Processor,256,Mac
342,1699.0,Apple,Mac,8,8,0,0,323.95693677680856,Mac Processor,512,Mac
343,1699.0,Apple,Mac,8,8,0,0,224.5056083176765,Mac Processor,512,Mac
348,2099.0,Apple,Mac,8,8,0,0,253.93034266273992,Mac Processor,512,Mac
352,1999.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,512,Mac
354,1749.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,512,Mac
359,1449.0,Apple,Mac,8,8,0,0,224.5056083176765,Mac Processor,512,Mac
361,1599.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,512,Mac
364,1949.0,Apple,Mac,16,8,0,0,224.5056083176765,Mac Processor,512,Mac
368,2249.0,Apple,Mac,16,8,0,0,224.22107567544035,Mac Processor,512,Mac
373,1999.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,256,Mac
374,1749.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,256,Mac
380,1499.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,256,Mac
381,1299.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,256,Mac
382,1399.0,Apple,Mac,8,8,0,0,224.22107567544035,Mac Processor,256,Mac
384,2349.0,Apple,Mac,8,8,0,0,253.93034266273992,Mac Processor,1024,Mac
389,3299.0,Apple,Mac,18,12,0,0,254.0233485458816,Mac Processor,512,Mac
390,3799.0,Apple,Mac,36,12,0,0,254.0233485458816,Mac Processor,512,Mac
391,3920.0,Apple,Mac,18,12,0,0,253.93034266273992,Mac Processor,1024,Mac
392,3249.0,Apple,Mac,18,12,0,0,253.93034266273992,Mac Processor,1024,Mac
394,3750.0,Apple,Mac,16,12,0,0,254.0233485458816,Mac Processor,512,Mac
395,4488.0,Apple,Mac,36,14,0,0,253.93034266273992,Mac Processor,1024,Mac
396,4349.0,Apple,Mac,36,14,0,0,253.93034266273992,Mac Processor,1024,Mac
397,6187.0,Apple,Mac,48,16,0,0,254.0233485458816,Mac Processor,1024,Mac
398,5299.0,Apple,Mac,48,16,0,0,254.0233485458816,Mac Processor,1024,Mac
399,6000.0,Apple,Mac,48,16,0,0,254.0233485458816,Mac Processor,1024,Mac
400,999.0,Dell,Intel,16,4,0,0,165.6321180513006,Intel Core i7,256,Windows
401,1079.0,Dell,Intel,16,10,0,0,165.6321180513006,Intel Core i7,256,Windows
402,1099.0,Samsung,Intel,16,4,1,0,165.6321180513006,Intel Core i7,256,Windows
403,1319.0,Microsoft,Intel,16,4,1,0,200.84255993695703,Intel Core i7,256,Windows
404,1051.0,Microsoft,Intel,16,4,0,0,200.84255993695703,Intel Core i7,256,Windows
405,1449.0,Microsoft,Intel,16,1,1,0,267.3384360344031,Intel Core i5,256,Windows
406,949.0,Microsoft,Intel,16,10,1,0,179.09814390912993,Intel Core i5,256,Windows
407,1150.0,Microsoft,Intel,16,4,0,0,225.5502752771458,Intel Core i5,256,Windows
408,899.0,Samsung,Intel,16,4,0,0,165.6321180513006,Intel Core i5,256,Windows
409,849.0,Dell,Intel,16,1,0,0,157.3505121487356,Intel Core i5,256,Windows
410,1100.0,Microsoft,Intel,8,4,1,0,150.08473601931402,Intel Core i5,128,Windows
411,1419.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i5,128,Windows
412,494.0,Microsoft,Intel,8,1,1,0,219.7669348854241,Intel Core i3,128,Windows
413,869.0,Microsoft,Intel,8,4,1,0,122.7184537503298,Intel Core i5,128,Windows
414,924.0,Microsoft,Intel,8,4,1,0,122.7184537503298,Intel Core i5,128,Windows
415,969.0,Microsoft,Intel,8,4,1,0,267.3384360344031,Intel Core i5,128,Windows
416,2426.0,Microsoft,Intel,8,2,1,0,267.07787225659183,Intel Core i5,256,Windows
417,673.0,Dell,Intel,8,4,0,0,100.45466986113651,Intel Core i5,256,Windows
418,2118.0,Dell,Intel,32,10,0,0,157.3505121487356,Intel Core i7,256,Windows
419,2307.0,Dell,Intel,16,14,0,1,145.1381712624093,Intel Core i7,2048,Windows
420,2145.0,Dell,Intel,16,14,0,1,145.1381712624093,Intel Core i7,1024,Windows
421,2280.0,Dell,Intel,32,14,0,1,145.1381712624093,Intel Core i7,1024,Windows
422,944.0,Asus,Intel,12,1,0,0,141.21199808219862,Intel Core i7,512,Windows
423,806.0,Asus,Intel,8,1,0,0,157.3505121487356,Intel Core i5,512,Windows
424,799.0,Asus,Intel,8,4,0,0,141.21199808219862,Intel Core i7,512,Windows
425,819.0,Asus,Intel,8,1,0,0,157.3505121487356,Intel Core i5,512,Windows
426,962.0,Asus,Intel,8,1,0,0,141.21199808219862,Intel Core i5,512,Windows
427,1118.0,Asus,Intel,8,1,0,0,141.21199808219862,Intel Core i5,512,Windows
428,1206.0,Asus,Intel,16,1,0,0,157.3505121487356,Intel Core i7,512,Windows
429,1216.0,Asus,Intel,16,1,0,0,157.3505121487356,Intel Core i7,512,Windows
430,1149.0,Asus,Intel,16,1,1,0,141.21199808219862,Intel Core i7,512,Windows
431,1068.0,Asus,Intel,16,1,0,0,141.21199808219862,Intel Core i7,512,Windows
432,1323.0,Asus,Intel,16,1,0,0,141.21199808219862,Intel Core i7,512,Windows
433,948.0,Asus,Intel,16,1,0,0,141.21199808219862,Intel Core i7,512,Windows
434,1548.0,Asus,Intel,16,1,1,0,141.21199808219862,Intel Core i5,512,Windows
435,1399.0,Asus,Intel,16,1,0,0,137.68169813014364,Intel Core i5,512,Windows
436,1149.0,Asus,Intel,16,10,0,0,141.50971698084905,Intel Core i5,512,Others/Chrome OS
437,1287.0,Asus,Intel,16,1,0,0,141.50971698084905,Intel Core i5,512,Windows
438,1689.0,Microsoft,Intel,8,10,1,0,200.84255993695703,Intel Core i5,512,Windows
439,2411.0,Microsoft,Intel,16,4,1,0,200.84255993695703,Intel Core i7,512,Windows
440,1133.0,Microsoft,Intel,16,4,0,0,200.84255993695703,Intel Core i7,512,Windows
442,1729.0,Samsung,Intel,8,10,1,0,165.6321180513006,Intel Core i7,512,Windows
443,1673.0,Samsung,Intel,8,4,1,0,165.6321180513006,Intel Core i7,512,Windows
444,1167.0,Samsung,Intel,8,4,1,0,165.6321180513006,Intel Core i7,512,Windows
445,2143.0,Microsoft,Intel,8,4,0,0,200.84255993695703,Intel Core i7,512,Windows
446,1099.0,Acer,Intel,8,1,0,1,157.3505121487356,Intel Core i7,512,Windows
448,1223.0,Samsung,Intel,8,8,1,0,165.6321180513006,Intel Core i5,512,Windows
449,1699.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i5,512,Windows
451,1461.0,Microsoft,Intel,8,10,1,0,200.84255993695703,Intel Core i5,512,Windows
453,456.0,HP,Intel,16,4,0,0,111.93520355955211,Intel Core i5,512,Windows
454,299.0,Acer,Intel,4,1,1,1,189.90579052433606,Intel Celeron,32,Others/Chrome OS
455,249.0,Acer,Intel,4,2,0,0,135.0942111925629,Intel Celeron,32,Others/Chrome OS
456,289.0,Acer,Intel,4,2,0,0,100.45466986113651,Intel Celeron,32,Others/Chrome OS
457,404.0,Samsung,Intel,4,4,0,0,135.0942111925629,Other Intel Processor,32,Others/Chrome OS
458,522.0,Acer,Intel,4,2,0,1,141.21199808219862,Other Intel Processor,32,Others/Chrome OS
459,299.0,Samsung,Intel,4,1,0,0,135.0942111925629,Intel Celeron,32,Others/Chrome OS
460,269.0,Samsung,Intel,4,1,0,0,135.0942111925629,Intel Celeron,32,Others/Chrome OS
461,599.0,Asus,Intel,8,4,0,0,157.3505121487356,Intel Core i5,256,Windows
462,683.0,Asus,Intel,8,1,0,0,157.3505121487356,Intel Core i3,256,Windows
463,799.0,Asus,Intel,8,1,0,0,157.3505121487356,Intel Core i3,256,Windows
464,809.0,Asus,Intel,8,1,1,0,157.3505121487356,Intel Core i3,256,Windows
465,960.0,Asus,Intel,8,1,1,0,157.3505121487356,Intel Core i3,256,Windows
466,1109.0,Microsoft,Intel,8,4,0,0,267.3384360344031,Intel Core i5,256,Windows
467,1699.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i5,256,Windows
468,2177.0,Microsoft,Intel,8,2,0,0,116.08095183953553,Intel Core i7,256,Windows
469,1823.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i7,256,Windows
470,2034.0,Microsoft,Intel,8,2,0,0,200.84255993695703,Intel Core i7,256,Windows
471,2375.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i7,256,Windows
472,2403.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i7,256,Windows
473,1489.0,Microsoft,Intel,8,10,1,0,201.2582641505409,Intel Core i7,256,Windows
474,1189.0,Samsung,Intel,8,4,0,0,141.21199808219862,Intel Core i7,256,Windows
475,1475.0,Microsoft,Intel,8,4,1,0,267.3384360344031,Intel Core i5,256,Windows
476,829.0,Microsoft,Intel,8,4,1,0,267.3384360344031,Intel Core i5,256,Windows
477,1842.0,Samsung,Intel,8,1,0,0,165.6321180513006,Intel Core i5,256,Windows
479,1999.0,Microsoft,Intel,8,4,1,0,267.07787225659183,Intel Core i5,256,Windows
480,1049.0,Microsoft,Intel,8,10,1,0,200.84255993695703,Intel Core i5,256,Windows
481,1751.0,Microsoft,Intel,8,4,0,0,200.84255993695703,Intel Core i5,256,Windows
482,855.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i5,256,Windows
483,1438.0,Microsoft,Intel,8,4,1,0,200.84255993695703,Intel Core i5,256,Windows
484,855.0,Microsoft,Intel,8,4,0,0,200.84255993695703,Intel Core i5,256,Windows
485,999.0,Acer,Intel,8,4,0,1,157.3505121487356,Intel Core i5,256,Windows
486,699.0,Dell,Intel,8,4,1,0,157.3505121487356,Intel Core i5,256,Windows
487,699.0,Dell,Intel,8,10,0,0,157.3505121487356,Intel Core i5,256,Windows
488,999.0,Dell,Intel,8,1,0,1,157.3505121487356,Intel Core i5,256,Windows
489,579.0,Dell,Intel,8,4,1,0,141.21199808219862,Intel Core i5,256,Windows
490,1352.0,Asus,Intel,8,4,0,0,157.3505121487356,Intel Core i7,512,Windows
492,729.0,Asus,Intel,12,4,1,0,141.21199808219862,Intel Core i5,512,Windows
493,1564.0,Asus,Intel,16,14,1,0,235.8495283014151,Intel Core i7,512,Windows
494,919.0,Asus,Intel,16,10,1,0,141.21199808219862,Intel Core i7,512,Windows
495,1089.0,Asus,Intel,16,4,0,0,165.6321180513006,Intel Core i5,512,Windows
496,819.0,Asus,Intel,16,10,0,0,157.3505121487356,Intel Core i5,512,Windows
497,779.0,Asus,Intel,16,12,0,0,157.3505121487356,Intel Core i5,512,Windows
498,979.0,Asus,Intel,16,12,0,0,141.21199808219862,Intel Core i5,512,Windows
499,1069.0,Dell,Intel,16,10,1,0,141.21199808219862,Intel Core i7,512,Windows
500,889.0,Acer,Intel,8,4,0,0,157.3505121487356,Intel Core i5,512,Windows
501,1133.0,HP,Intel,8,1,1,0,157.3505121487356,Intel Core i5,512,Windows
502,1144.0,HP,Intel,8,1,0,0,146.86047800548656,Intel Core i5,512,Windows
503,781.0,Acer,Intel,8,8,0,1,141.21199808219862,Intel Core i5,512,Windows
504,1849.0,Dell,Intel,16,10,1,0,260.2503176274759,Intel Core i7,512,Windows
505,1375.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,512,Windows
507,1443.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,512,Windows
509,2177.0,Dell,Intel,16,12,1,0,304.14028724242183,Intel Core i7,512,Windows
510,985.0,Acer,Intel,16,10,1,0,161.72539083525606,Intel Core i7,512,Windows
511,1659.0,Acer,Intel,16,14,1,1,161.72539083525606,Intel Core i7,512,Windows
512,1875.0,Dell,Intel,16,10,0,1,157.3505121487356,Intel Core i7,512,Windows
513,1120.0,Acer,Intel,16,4,0,1,141.21199808219862,Intel Core i7,512,Windows
515,1199.0,Dell,Intel,16,10,1,0,141.21199808219862,Intel Core i7,512,Windows
516,1321.0,Dell,Intel,16,10,1,1,141.21199808219862,Intel Core i7,512,Windows
517,989.0,HP,Intel,16,4,1,1,141.21199808219862,Intel Core i7,512,Windows
518,1049.0,HP,Intel,16,4,1,1,141.21199808219862,Intel Core i7,512,Windows
519,1099.0,HP,Intel,16,10,1,0,141.21199808219862,Intel Core i7,512,Windows
520,1578.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,512,Windows
522,1645.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,512,Windows
524,1999.0,HP,Intel,16,4,1,0,275.3633962602873,Intel Core i7,512,Windows
526,1159.0,Acer,Intel,16,10,0,1,141.21199808219862,Intel Core i5,512,Windows
527,835.0,Acer,Intel,16,8,0,1,141.21199808219862,Intel Core i5,512,Windows
528,903.0,Acer,Intel,16,8,0,1,141.21199808219862,Intel Core i5,512,Windows
529,984.0,Acer,Intel,16,10,0,1,141.21199808219862,Intel Core i5,512,Windows
530,1051.0,Acer,Intel,16,10,0,1,141.21199808219862,Intel Core i5,512,Windows
533,1065.0,Acer,Intel,16,10,0,0,141.21199808219862,Intel Core i5,512,Windows
534,765.0,Dell,Intel,16,1,1,0,141.21199808219862,Intel Core i5,512,Windows
535,859.0,Dell,Intel,16,1,0,0,141.21199808219862,Intel Core i5,512,Windows
536,849.0,Dell,Intel,16,10,0,0,141.21199808219862,Intel Core i5,512,Windows
537,689.0,HP,Intel,16,4,0,0,141.21199808219862,Intel Core i5,512,Windows
538,699.0,HP,Intel,16,4,0,0,141.21199808219862,Intel Core i5,512,Windows
539,649.0,HP,Intel,16,4,0,0,141.21199808219862,Intel Core i5,512,Windows
540,1227.0,Dell,Intel,16,10,0,0,141.50971698084905,Intel Core i5,512,Windows
541,949.0,Acer,Intel,16,10,0,1,127.33567457123111,Intel Core i5,512,Windows
542,1335.0,Acer,Intel,8,12,0,1,188.67962264113208,Intel Core i5,3072,Others/Chrome OS
543,2023.0,Acer,Intel,32,10,0,0,141.21199808219862,Intel Core i7,3072,Windows
544,1645.0,Acer,Intel,64,8,0,1,141.21199808219862,Intel Core i5,3072,Windows
545,1713.0,Acer,Intel,64,8,0,1,141.21199808219862,Intel Core i5,3072,Windows
546,1469.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,3072,Windows
547,658.0,Asus,Intel,8,4,0,0,141.21199808219862,Intel Core i5,256,Windows
548,931.0,Acer,Intel,8,4,0,0,157.3505121487356,Intel Core i7,256,Windows
549,599.0,HP,Intel,8,4,0,0,141.21199808219862,Intel Core i5,256,Windows
550,1767.0,Dell,Intel,16,10,0,1,157.3505121487356,Intel Core i7,256,Windows
551,689.0,HP,Intel,16,4,0,0,141.21199808219862,Intel Core i5,256,Windows
552,1129.0,Asus,Intel,16,12,0,0,141.21199808219862,Intel Core i5,2048,Windows
554,939.0,Asus,Intel,36,4,1,0,141.21199808219862,Intel Core i5,2048,Windows
555,1179.0,Asus,Intel,40,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
556,1049.0,Asus,Intel,40,10,0,0,157.3505121487356,Intel Core i5,2048,Windows
557,949.0,Asus,Intel,40,12,0,0,157.3505121487356,Intel Core i5,2048,Windows
558,1618.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,2048,Windows
560,1686.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,2048,Windows
562,1483.0,Dell,Intel,16,14,0,1,188.67962264113206,Intel Core i7,2048,Windows
563,1821.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,2048,Windows
565,1888.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,2048,Windows
567,1807.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,2048,Windows
569,1875.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,2048,Windows
571,1551.0,Dell,Intel,24,14,0,1,188.67962264113206,Intel Core i7,2048,Windows
572,1753.0,Acer,Intel,32,10,0,0,141.21199808219862,Intel Core i7,2048,Windows
573,1349.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
574,1449.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
575,1399.0,HP,Intel,32,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
576,1299.0,HP,Intel,32,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
577,1186.0,Acer,Intel,32,8,0,1,141.21199808219862,Intel Core i5,2048,Windows
578,1254.0,Acer,Intel,32,8,0,1,141.21199808219862,Intel Core i5,2048,Windows
579,1402.0,Acer,Intel,32,10,0,1,141.21199808219862,Intel Core i5,2048,Windows
580,939.0,HP,Intel,32,4,0,0,141.21199808219862,Intel Core i5,2048,Windows
581,1379.0,HP,Intel,64,4,1,1,141.21199808219862,Intel Core i7,2048,Windows
582,1499.0,HP,Intel,64,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
583,1449.0,HP,Intel,64,10,1,0,141.21199808219862,Intel Core i7,2048,Windows
584,1999.0,HP,Intel,64,12,1,0,127.33567457123111,Intel Core i7,2048,Windows
585,1402.0,Acer,Intel,64,8,0,1,141.21199808219862,Intel Core i5,2048,Windows
586,1470.0,Acer,Intel,64,8,0,1,141.21199808219862,Intel Core i5,2048,Windows
587,849.0,Acer,Intel,8,8,0,1,141.21199808219862,Intel Core i5,128,Windows
588,1929.0,Asus,Intel,16,14,0,0,211.81799712329794,Intel Core i9,1024,Windows
589,1398.0,Asus,Intel,16,10,0,0,255.35588026619376,Intel Core i7,1024,Windows
590,1578.0,Asus,Intel,16,14,1,0,235.8495283014151,Intel Core i7,1024,Windows
591,1645.0,Asus,Intel,16,14,1,0,235.8495283014151,Intel Core i7,1024,Windows
592,1579.0,Asus,Intel,16,14,0,0,235.8495283014151,Intel Core i7,1024,Windows
593,999.0,Asus,Intel,16,12,1,0,143.98086078969268,Intel Core i7,1024,Windows
594,869.0,Asus,Intel,16,10,0,0,157.3505121487356,Intel Core i5,1024,Windows
597,829.0,Asus,Intel,16,12,0,0,157.3505121487356,Intel Core i5,1024,Windows
598,1059.0,Asus,Intel,16,12,0,0,141.21199808219862,Intel Core i5,1024,Windows
599,829.0,Asus,Intel,20,4,1,0,141.21199808219862,Intel Core i5,1024,Windows
600,1294.0,Asus,Intel,24,12,0,0,157.3505121487356,Intel Core i7,1024,Windows
601,879.0,Asus,Intel,36,4,1,0,141.21199808219862,Intel Core i5,1024,Windows
603,1099.0,Asus,Intel,40,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
605,949.0,Asus,Intel,40,10,0,0,157.3505121487356,Intel Core i5,1024,Windows
606,939.0,Asus,Intel,40,10,0,0,157.3505121487356,Intel Core i5,1024,Windows
607,879.0,Asus,Intel,40,12,0,0,157.3505121487356,Intel Core i5,1024,Windows
608,1159.0,Asus,Intel,40,12,0,0,141.21199808219862,Intel Core i5,1024,Windows
610,1456.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,1024,Windows
612,1524.0,Samsung,Intel,16,12,0,0,165.6321180513006,Intel Core i7,1024,Windows
614,1673.0,Acer,Intel,16,14,0,1,161.72539083525606,Intel Core i7,1024,Windows
615,1389.0,Dell,Intel,16,14,0,1,188.67962264113206,Intel Core i7,1024,Windows
618,1277.0,HP,Intel,16,1,1,0,157.3505121487356,Intel Core i7,1024,Windows
619,1299.0,HP,Intel,16,10,0,0,146.86047800548656,Intel Core i7,1024,Windows
620,1281.0,Acer,Intel,16,10,0,1,141.21199808219862,Intel Core i7,1024,Windows
621,1279.0,Dell,Intel,16,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
622,1049.0,Dell,Intel,16,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
623,1099.0,Dell,Intel,16,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
624,1029.0,HP,Intel,16,4,1,1,141.21199808219862,Intel Core i7,1024,Windows
625,1199.0,HP,Intel,16,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
626,1659.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,1024,Windows
628,1726.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,1024,Windows
630,1645.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,1024,Windows
632,1713.0,Samsung,Intel,16,12,0,0,141.21199808219862,Intel Core i7,1024,Windows
634,1196.0,Dell,Intel,16,12,1,0,141.50971698084905,Intel Core i7,1024,Windows
635,1408.0,Dell,Intel,16,1,0,0,141.50971698084905,Intel Core i7,1024,Windows
636,916.0,Acer,Intel,16,8,0,1,141.21199808219862,Intel Core i5,1024,Windows
637,984.0,Acer,Intel,16,8,0,1,141.21199808219862,Intel Core i5,1024,Windows
638,1078.0,Acer,Intel,16,10,0,0,141.21199808219862,Intel Core i5,1024,Windows
639,916.0,Dell,Intel,16,4,1,1,141.21199808219862,Intel Core i5,1024,Windows
641,779.0,HP,Intel,16,4,0,0,141.21199808219862,Intel Core i5,1024,Windows
643,1389.0,Acer,Intel,20,4,0,1,141.21199808219862,Intel Core i7,1024,Windows
644,1389.0,Dell,Intel,24,14,0,1,188.67962264113206,Intel Core i7,1024,Windows
646,1308.0,Acer,Intel,24,4,0,0,141.21199808219862,Intel Core i7,1024,Windows
647,1259.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
648,1591.0,Acer,Intel,32,10,0,0,141.21199808219862,Intel Core i7,1024,Windows
649,1209.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
650,1339.0,Dell,Intel,32,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
651,1149.0,HP,Intel,32,4,1,1,141.21199808219862,Intel Core i7,1024,Windows
652,1199.0,HP,Intel,32,4,1,1,141.21199808219862,Intel Core i7,1024,Windows
653,1299.0,HP,Intel,32,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
654,1199.0,HP,Intel,32,10,1,0,141.21199808219862,Intel Core i7,1024,Windows
655,1888.0,Dell,Intel,32,14,0,0,188.67962264113208,Intel Core i7,1024,Windows
656,1983.0,Dell,Intel,32,14,0,0,188.67962264113208,Intel Core i7,1024,Windows
657,1899.0,HP,Intel,32,12,1,1,127.33567457123111,Intel Core i7,1024,Windows
659,849.0,HP,Intel,32,4,0,0,141.21199808219862,Intel Core i5,1024,Windows
662,1322.0,Acer,Intel,40,4,0,1,141.21199808219862,Intel Core i7,1024,Windows
664,479.0,Lenovo,Intel,8,2,0,0,141.21199808219862,Intel Celeron,256,Windows
665,499.0,Lenovo,Intel,16,2,0,0,141.21199808219862,Intel Celeron,256,Windows
666,1429.0,Lenovo,Intel,16,4,0,0,157.3505121487356,Intel Core i7,2048,Windows
667,819.0,Lenovo,Intel,40,2,1,1,141.21199808219862,Intel Core i3,2048,Windows
668,399.0,Lenovo,Intel,4,2,0,0,111.93520355955211,Other Intel Processor,128,Windows
669,289.0,Lenovo,Intel,4,2,0,0,111.93520355955211,Intel Celeron,128,Windows
670,299.0,Lenovo,Intel,4,2,0,0,111.93520355955211,Intel Celeron,128,Windows
671,679.0,Lenovo,Intel,16,2,1,1,141.21199808219862,Intel Core i3,1024,Windows
672,689.0,Lenovo,Intel,16,2,1,0,141.21199808219862,Intel Core i3,1024,Windows
673,619.0,Lenovo,Intel,16,2,0,0,141.21199808219862,Intel Celeron,1024,Windows
674,579.0,Lenovo,Intel,20,2,0,0,111.93520355955211,Other Intel Processor,1024,Windows
675,2469.0,Lenovo,Intel,32,8,0,1,282.42399616439724,Intel Core i7,1024,Windows
677,699.0,Lenovo,Intel,32,2,0,0,141.21199808219862,Intel Celeron,1024,Windows
678,749.0,Lenovo,Intel,40,2,1,0,141.21199808219862,Intel Core i3,1024,Windows
679,759.0,Lenovo,Intel,40,2,1,1,141.21199808219862,Intel Core i3,1024,Windows
680,379.0,HP,Intel,4,2,0,0,111.93520355955211,Intel Celeron,128,Windows
681,389.0,HP,Intel,4,2,0,0,111.93520355955211,Intel Celeron,128,Windows
682,419.0,HP,Intel,8,2,0,0,111.93520355955211,Intel Celeron,128,Windows
684,429.0,HP,Intel,8,2,0,0,111.93520355955211,Intel Celeron,128,Windows
685,439.0,HP,Intel,8,2,0,0,111.93520355955211,Intel Celeron,128,Windows
