web-scraper-order,web-scraper-start-url,single,single-href,title,price_2,manufacturer,model_name,screen_size,display_resolution,cpu_model,processor,graphics_copressor,ram,storage,operating_system,weight,num_processors,processor_brand
1715966827-58,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF A16 16"" FHD 165Hz Gaming Laptop, AMD Ryzen 7-7735HS, 64GB DDR5 RAM, 2TB PCIe SSD, Backlit Keyboard, Radeon RX7600S V8G, Windows 11 Pro, Black, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-TUF-7-7735HS-Backlit-Keyboard/dp/B0CMGR7VF7/ref=sr_1_183?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-183&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS TUF A16 16"" FHD 165Hz Gaming Laptop, AMD Ryzen 7-7735HS, 64GB DDR5 RAM, 2TB PCIe SSD, Backlit Keyboard, Radeon RX7600S V8G, Windows 11 Pro, Black, 32GB Hotface USB Card","1,849.00",ASUS,TUF,_16 Inches,_1920 x 1080 pixel,Ryzen 7,_3.2 GHz ryzen_7,_Dedicated,_64 GB DDR5,_2 TB SSD,_Windows 11 Pro,_35.48 x 25.18 x 2.2 cm; 2.19 kg,_8,_AMD
1715966832-59,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"BR Series BR1402FGA-P31T-CB Flip Laptop 14"" FHD Touchscreen, Intel Core i3-N305, 8GB DDR5 RAM, 256GB PCIE G3 SSD + TPM, WiFi 6, Windows 11 Pro, Grey Bilingual KB",https://www.amazon.ca/BR1402FGA-P31T-CB-Touchscreen-i3-N305-Windows-Bilingual/dp/B0CH1SQ81L/ref=sr_1_182?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-182&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS BR Series BR1402FGA-P31T-CB Flip Laptop 14"" FHD Touchscreen, Intel Core i3-N305, 8GB DDR5 RAM, 256GB PCIE G3 SSD + TPM, WiFi 6, Windows 11 Pro, Grey Bilingual KB",809,ASUS,Asus BR Series,_14 Inches,_1920 x 1080 pixels,Core i3,_1.8 core_i3,_Integrated,_DDR4,_256 SSD,_Windows 11 Pro,_45.6 x 31.8 x 7.7 cm; 1.7 kg,_1,_Intel
1715966836-60,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Zephyrus M16 Gaming Laptop, 16"" QHD 240Hz, 13th Gen Intel 14-Core i9-13900H, GeForce RTX 4070 140W, 64GB DDR5, 2TB PCIe 4.0, VR Ready, Thunderbolt 4, RGB KB, WiFi 6, US Version KB, Win 11 Pro",https://www.amazon.ca/ASUS-Zephyrus-14-Core-i9-13900H-Thunderbolt/dp/B0CG5XHMR9/ref=sr_1_181?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-181&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Zephyrus M16 Gaming Laptop, 16"" QHD 240Hz, 13th Gen Intel 14-Core i9-13900H, GeForce RTX 4070 140W, 64GB DDR5, 2TB PCIe 4.0, VR Ready, Thunderbolt 4, RGB KB, WiFi 6, US Version KB, Win 11 Pro","3,299.00",ASUS,ROG Zephyrus,_16 Inches,_2560 x 1440 pixels,Core i9,_4.1 GHz core_i9,_Dedicated,_64 GB DDR5,_2 TB SSD,_Windows 11 Pro,_50.8 x 50.8 x 12.7 cm; 2.1 kg,_14,_Intel
1715966840-61,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF Gaming F17 (2023) Gaming Laptop, 17.3Ó FHD 144Hz Display, GeForce RTX 4060, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NV-ES74",https://www.amazon.ca/Gaming-Display-GeForce-Windows-FA707NV-ES74/dp/B0C56T56WQ/ref=sr_1_180?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-180&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS TUF Gaming F17 (2023) Gaming Laptop, 17.3Ó FHD 144Hz Display, GeForce RTX 4060, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707NV-ES74","2,015.00",Asus,TUF Gaming F17,_17.3 Inches,_1920 x 1080 pixel,Ryzen 7,_4.7 GHz ryzen_7,_Dedicated,_16 GB DDR5,_1 TB SSD,_Windows 11 Home,,_8,_AMD
1715966844-62,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ExpertBook B1 Business Laptop, B1502CVA-P51-CB 15.6Ó FHD Display, Intel Core i5-1335U, 8GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black, Bilingual KB",https://www.amazon.ca/ASUS-ExpertBook-B1502CVA-P51-CB-Fingerprint-Bilingual/dp/B0CGKQZ839/ref=sr_1_179?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-179&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS ExpertBook B1 Business Laptop, B1502CVA-P51-CB 15.6Ó FHD Display, Intel Core i5-1335U, 8GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black, Bilingual KB",962,ASUS,Asus B1 Series,_15.6 Inches,_1920 x 1080 pixels,Core i5,_1.6 core_i5,_Integrated,_8 GB DDR4,_512 GB SSD,_Windows 11 Pro,_46 x 29.2 x 6.4 cm; 1.69 kg,_1,_Intel
1715966848-63,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Zephyrus G16 Gaming Laptop, 16"" WUXGA 165Hz, Intel 13th Gen 10-Core i7-13620H Up to 4.9 Ghz, GeForce RTX 4060, 16GB RAM, 1TB PCI 4.0, RGB, WiFi 6E, TB 4, RJ45, US Version KB, Win11 Pro",https://www.amazon.ca/Zephyrus-10-Core-i7-13620H-GeForce-Version/dp/B0C1Y73SJD/ref=sr_1_178?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-178&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Zephyrus G16 Gaming Laptop, 16"" WUXGA 165Hz, Intel 13th Gen 10-Core i7-13620H Up to 4.9 Ghz, GeForce RTX 4060, 16GB RAM, 1TB PCI 4.0, RGB, WiFi 6E, TB 4, RJ45, US Version KB, Win11 Pro","2,299.00",ASUS,ROG Zephyrus,_16 Inches,_1920 x 1200,Core i7,_3.6 GHz core_i7,_Dedicated,_16 GB DDR4,_2 TB SSD,_Windows 11 Pro,_46.5 x 33.6 x 9.2 cm; 4.09 kg,_10,_Intel
1715966852-64,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Flow 13.4'' WUXGA Touchscreen Laptop, AMD Ryzen 7 6800HS, 16GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Backlit Keyboard, Win 11 Pro, Black, 32GB USB Card",https://www.amazon.ca/ASUS-ROG-Flow-Touchscreen-Keyboard/dp/B0CP27T9CL/ref=sr_1_177?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-177&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS ROG Flow 13.4'' WUXGA Touchscreen Laptop, AMD Ryzen 7 6800HS, 16GB LPDDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 3050, Backlit Keyboard, Win 11 Pro, Black, 32GB USB Card","1,499.00",ASUS,,_13.4 Inches,_1920 x 1080 pixels,Ryzen 7,_3.2 GHz ryzen_7,_Dedicated,_16 GB DDR5,_1 TB SSD,_Windows 11 Pro,_31.88 x 25.86 x 1.88 cm; 2.49 kg,_8,_AMD
1715966864-66,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Strix G17 Gaming Laptop, 17.3"" QHD 240Hz Display, AMD Ryzen 9-7845HX, NVIDIA GeForce RTX 4060 GPU, 64GB DDR5 RAM, 4TB SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-ROG-Strix-G17-9-7845HX/dp/B0CPHT8VH4/ref=sr_1_175?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-175&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Strix G17 Gaming Laptop, 17.3"" QHD 240Hz Display, AMD Ryzen 9-7845HX, NVIDIA GeForce RTX 4060 GPU, 64GB DDR5 RAM, 4TB SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card","3,599.00",ASUS,ROG Strix,_17.3 Inches,_2560 x 1440 pixels,Ryzen 9,_2.5 GHz ryzen_9,_Dedicated,_64 GB DDR5,_4 TB SSD,_Windows 11 Home,_49.5 x 35.4 x 10.5 cm; 2.8 kg,_12,_AMD
1715966869-67,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook Go 15.6"" FHD Laptop - AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Windows 11 - Black (E1504FA-OS54)",https://www.amazon.ca/Asus-Vivobook-15-6-FHD-Laptop/dp/B0CS4RVWJ5/ref=sr_1_174?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-174&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"Asus Vivobook Go 15.6"" FHD Laptop - AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Windows 11 - Black (E1504FA-OS54)",749,Asus,VivoBook,_15.6 Inches,_1920 x 1080 pixel,,,_Integrated,_DDR4,_512 GB,_Windows 11,_43.18 x 35.56 x 7.62 cm; 2.27 kg,,_AMD
1715966873-68,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Zenbook Q420V Laptop 2023 New, 14.5"" 2.8K Touchscreen, Intel i7-13700H 14-Core, Iris Xe Graphics, 16GB LPDDR5, 1TB SSD, Backlit Keyboard, Thunderbolt 4, Wi-Fi 6E, Win11 Pro, COU 32GB USB",https://www.amazon.ca/Touchscreen-i7-13700H-Graphics-Keyboard-Thunderbolt/dp/B0CBMKSZZ9/ref=sr_1_173?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-173&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS Zenbook Q420V Laptop 2023 New, 14.5"" 2.8K Touchscreen, Intel i7-13700H 14-Core, Iris Xe Graphics, 16GB LPDDR5, 1TB SSD, Backlit Keyboard, Thunderbolt 4, Wi-Fi 6E, Win11 Pro, COU 32GB USB","1,645.00",Asus,ASUS Zenbook Q420V,_14.5 Inches,_2880 x 1800 pixels,Core i7 Family,_3 GHz core_i7_family,_Integrated,_16 GB Lpddr 5,_1 TB SSD,_Windows 11 Pro,,_14,_Intel
1715966878-69,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF Gaming A15 (2023) Gaming Laptop, 15.6Ó FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, FA507NU-DS74",https://www.amazon.ca/ASUS-Display-GeForce-Windows-FA507NU-DS74/dp/B0BWHDWFHR/ref=sr_1_172?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-172&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6Ó FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, FA507NU-DS74","1,599.00",ASUS,TUF Gaming A15,_15.6 Inches,_1920 x 1080 pixel,Ryzen 7,_4.7 GHz ryzen_7,_Dedicated,_16 GB DDR5,_1 TB SSD,_Windows 11 Home,,_24,_AMD
1715966882-70,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=8&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ExpertBook B1 Business Laptop, B1502CVA-P71-CB 15.6Ó FHD Display, Intel¨ Coreª i7-1355U, 16GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black, Bilingual KB",https://www.amazon.ca/ASUS-ExpertBook-B1502CVA-P71-CB-Fingerprint-Bilingual/dp/B0CGKMQPV6/ref=sr_1_171?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.Iluzg50CcZqO4A-ZICVavEemKhd0wGd_B3tNBlYNYjqyJ7iIV2XwEoIqsI4kcbp4w769-HvGu33P9Yqd2SLO2dVUbz25cAyqzrl9-pJXeojIv63pAvmm3HEcBJhbw_NsQiCjcGMtVIbE5cqU6CrSz48VZwIEDI5ODieg6FZ2dMb20uHQnM1HpRkVvTMWLWiv7d8Hfr5bHN8FRNwAdFKK_jgg63SAPX2WKNLP2zCWmOEGPi_ch-zaR-yb8HhlwPzKP63XGIHIXbDGX9Gyus0UblWijnUSEoaBwqWLNkdjypM.eQ7R3H6NNSnP6aWRA7-bGgoVqOsWpEMWZYoMIhrYnLw&dib_tag=se&keywords=asus+laptop&qid=1715966782&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-171&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS ExpertBook B1 Business Laptop, B1502CVA-P71-CB 15.6Ó FHD Display, Intel¨ Coreª i7-1355U, 16GB RAM, 512GB SSD, WiFi 6E, Fingerprint Sensor, IR Camera, Windows 11 Pro, Star Black, Bilingual KB","1,235.00",ASUS,Asus B1 Series,_15.6 Inches,_1920 x 1080 pixels,Core i7,_1.8 core_i7,_Integrated,_16 GB DDR4,_1 TB SSD,_Windows 11 Pro,_45.79 x 29.6 x 6.4 cm; 1.69 kg,_1,_Intel
